Time after synchronization (s),ADC I on secondary,ADC Q on secondary
0.000051100,-48,-292
0.000051110,96,-612
0.000051120,260,-588
0.000051130,-244,-992
0.000051140,128,200
0.000051150,-168,-1536
0.000051160,-144,-548
0.000051170,-248,-956
0.000051180,28,4
0.000051190,-276,-704
0.000051200,-464,-424
0.000051210,-380,-504
0.000051220,-252,-828
0.000051230,-188,36
0.000051240,-336,-804
0.000051250,216,-548
0.000051260,-52,-240
0.000051270,-16,-284
0.000051280,-396,220
0.000051290,408,-116
0.000051300,-180,-260
0.000051310,-472,-216
0.000051320,-172,-176
0.000051330,24,44
0.000051340,-828,-184
0.000051350,160,-92
0.000051360,-156,340
0.000051370,-540,324
0.000051380,16,84
0.000051390,-64,-56
0.000051400,-24,252
0.000051410,-308,-284
0.000051420,-20,80
0.000051430,-192,424
0.000051440,88,912
0.000051450,-188,216
0.000051460,484,652
0.000051470,332,712
0.000051480,-28,868
0.000051490,900,124
0.000051500,264,900
0.000051510,36,420
0.000051520,816,1328
0.000051530,612,432
0.000051540,520,524
0.000051550,472,816
0.000051560,388,476
0.000051570,1076,932
0.000051580,916,980
0.000051590,700,688
0.000051600,1212,824
0.000051610,824,828
0.000051620,1024,-176
0.000051630,920,368
0.000051640,1228,608
0.000051650,1100,488
0.000051660,1052,260
0.000051670,988,-36
0.000051680,1500,40
0.000051690,1168,932
0.000051700,1320,352
0.000051710,1220,232
0.000051720,1116,-88
0.000051730,1192,244
0.000051740,1280,172
0.000051750,964,-16
0.000051760,1276,-436
0.000051770,1320,80
0.000051780,1212,-252
0.000051790,640,240
0.000051800,956,-372
0.000051810,1084,-440
0.000051820,1040,-108
0.000051830,1172,-196
0.000051840,868,-44
0.000051850,1764,-608
0.000051860,1048,-616
0.000051870,888,-612
0.000051880,1148,-524
0.000051890,808,-740
0.000051900,1104,-652
0.000051910,492,-452
0.000051920,1216,-460
0.000051930,1356,-868
0.000051940,944,-296
0.000051950,1092,-648
0.000051960,1300,-1108
0.000051970,872,-636
0.000051980,484,-412
0.000051990,1340,-816
0.000052000,184,-1008
0.000052010,528,-628
0.000052020,256,-1340
0.000052030,476,-696
0.000052040,348,-816
0.000052050,84,-1188
0.000052060,112,-1108
0.000052070,344,-872
0.000052080,180,-792
0.000052090,284,-468
0.000052100,12,-1104
0.000052110,28,-996
0.000052120,-108,-876
0.000052130,-356,-548
0.000052140,-196,-472
0.000052150,16,-724
0.000052160,-160,-692
0.000052170,-24,-952
0.000052180,-288,-472
0.000052190,-632,-556
0.000052200,-248,-416
0.000052210,-292,-392
0.000052220,-312,-40
0.000052230,8,-232
0.000052240,-504,-832
0.000052250,-128,52
0.000052260,-160,-168
0.000052270,-340,-144
0.000052280,-100,-352
0.000052290,-64,-576
0.000052300,-228,468
0.000052310,-280,-272
0.000052320,-368,36
0.000052330,-84,36
0.000052340,-264,572
0.000052350,-248,108
0.000052360,-248,-112
0.000052370,-116,552
0.000052380,-324,276
0.000052390,124,336
0.000052400,408,396
0.000052410,48,76
0.000052420,0,360
0.000052430,-812,408
0.000052440,-128,124
0.000052450,-480,776
0.000052460,24,912
0.000052470,728,100
0.000052480,300,504
0.000052490,284,860
0.000052500,844,280
0.000052510,164,664
0.000052520,612,740
0.000052530,560,136
0.000052540,-24,44
0.000052550,-8,292
0.000052560,772,-252
0.000052570,1076,672
0.000052580,1140,308
0.000052590,1048,328
0.000052600,736,648
0.000052610,1116,656
0.000052620,596,248
0.000052630,996,560
0.000052640,808,344
0.000052650,1108,700
0.000052660,1240,208
0.000052670,920,568
0.000052680,1372,192
0.000052690,1400,588
0.000052700,1388,732
0.000052710,1080,276
0.000052720,1420,368
0.000052730,1324,144
0.000052740,948,-224
0.000052750,764,396
0.000052760,1312,-260
0.000052770,1128,464
0.000052780,996,240
0.000052790,1304,264
0.000052800,1640,-416
0.000052810,1476,52
0.000052820,1372,-252
0.000052830,1312,-620
0.000052840,572,-888
0.000052850,1168,-640
0.000052860,1460,-1160
0.000052870,828,-676
0.000052880,1256,-52
0.000052890,1188,-260
0.000052900,1116,-1232
0.000052910,1236,-908
0.000052920,672,-1172
0.000052930,1000,-748
0.000052940,720,-592
0.000052950,1140,-400
0.000052960,968,-1044
0.000052970,840,-980
0.000052980,968,-920
0.000052990,688,-1292
0.000053000,76,-1192
0.000053010,980,-1188
0.000053020,268,-1216
0.000053030,492,-968
0.000053040,300,-1088
0.000053050,-124,-596
0.000053060,456,-488
0.000053070,-308,-1268
0.000053080,540,-936
0.000053090,508,-448
0.000053100,-172,-760
0.000053110,-164,-800
0.000053120,612,-1192
0.000053130,108,-1048
0.000053140,-200,-324
0.000053150,-368,-1216
0.000053160,440,-892
0.000053170,248,-532
0.000053180,136,-644
0.000053190,-192,-268
0.000053200,172,-276
0.000053210,-400,-276
0.000053220,124,-256
0.000053230,-636,-876
0.000053240,-556,-232
0.000053250,-172,-244
0.000053260,-140,-776
0.000053270,-56,376
0.000053280,-716,-280
0.000053290,-12,-140
0.000053300,-128,-460
0.000053310,-620,-16
0.000053320,-208,120
0.000053330,-168,72
0.000053340,-492,72
0.000053350,-476,440
0.000053360,-92,320
0.000053370,-544,936
0.000053380,72,584
0.000053390,-164,-156
0.000053400,84,-60
0.000053410,-244,860
0.000053420,340,348
0.000053430,32,800
0.000053440,12,456
0.000053450,124,600
0.000053460,244,204
0.000053470,132,480
0.000053480,80,380
0.000053490,452,452
0.000053500,508,-220
0.000053510,744,1160
0.000053520,384,1104
0.000053530,144,204
0.000053540,628,580
0.000053550,680,556
0.000053560,632,760
0.000053570,1068,708
0.000053580,900,424
0.000053590,620,108
0.000053600,1696,240
0.000053610,1000,52
0.000053620,616,320
0.000053630,628,556
0.000053640,1052,256
0.000053650,1164,600
0.000053660,916,444
0.000053670,1516,540
0.000053680,1348,568
0.000053690,924,-156
0.000053700,1184,620
0.000053710,1960,408
0.000053720,1248,64
0.000053730,1224,0
0.000053740,780,-220
0.000053750,1144,-184
0.000053760,1352,-196
0.000053770,1404,40
0.000053780,876,-660
0.000053790,1104,-440
0.000053800,1364,56
0.000053810,1560,-416
0.000053820,1044,-268
0.000053830,1700,-464
0.000053840,716,-560
0.000053850,2016,-656
0.000053860,1260,-744
0.000053870,1288,-864
0.000053880,1036,-868
0.000053890,764,-748
0.000053900,864,-832
0.000053910,804,-940
0.000053920,820,-760
0.000053930,984,-512
0.000053940,880,-720
0.000053950,1160,-1140
0.000053960,772,-876
0.000053970,1080,-760
0.000053980,904,-960
0.000053990,628,-1376
0.000054000,692,-1260
0.000054010,284,-852
0.000054020,644,-516
0.000054030,52,-824
0.000054040,752,-808
0.000054050,484,-304
0.000054060,-184,-564
0.000054070,736,-1088
0.000054080,240,-1108
0.000054090,388,-1184
0.000054100,380,-1144
0.000054110,-212,-1304
0.000054120,-60,-160
0.000054130,228,-900
0.000054140,136,-628
0.000054150,-1172,-1096
0.000054160,-192,-796
0.000054170,-248,-1128
0.000054180,-640,-220
0.000054190,444,-904
0.000054200,364,-236
0.000054210,-292,-740
0.000054220,-336,-620
0.000054230,-392,-612
0.000054240,-508,-356
0.000054250,-476,-240
0.000054260,-244,-28
0.000054270,-772,-432
0.000054280,-536,-544
0.000054290,-80,-508
0.000054300,-60,-264
0.000054310,-104,-8
0.000054320,-356,24
0.000054330,168,-80
0.000054340,-36,-152
0.000054350,-416,56
0.000054360,-232,940
0.000054370,-8,92
0.000054380,236,212
0.000054390,-104,208
0.000054400,392,840
0.000054410,-264,56
0.000054420,40,620
0.000054430,344,556
0.000054440,104,640
0.000054450,-120,548
0.000054460,96,876
0.000054470,-156,1224
0.000054480,160,948
0.000054490,-100,140
0.000054500,784,108
0.000054510,508,396
0.000054520,256,924
0.000054530,820,524
0.000054540,232,548
0.000054550,728,748
0.000054560,924,496
0.000054570,620,20
0.000054580,656,452
0.000054590,572,616
0.000054600,916,320
0.000054610,520,896
0.000054620,492,524
0.000054630,608,336
0.000054640,980,-4
0.000054650,1220,288
0.000054660,1232,-104
0.000054670,588,744
0.000054680,1224,320
0.000054690,1124,224
0.000054700,824,308
0.000054710,1884,252
0.000054720,1260,-184
0.000054730,2132,-156
0.000054740,1508,208
0.000054750,1312,-784
0.000054760,1440,-164
0.000054770,1172,-260
0.000054780,828,-544
0.000054790,796,-260
0.000054800,944,56
0.000054810,1196,-528
0.000054820,1152,-564
0.000054830,1616,-148
0.000054840,916,-744
0.000054850,1248,-432
0.000054860,1328,-1076
0.000054870,1540,-640
0.000054880,636,-960
0.000054890,1752,-180
0.000054900,856,-232
0.000054910,700,-1136
0.000054920,1000,-500
0.000054930,812,-1284
0.000054940,928,-960
0.000054950,884,-1288
0.000054960,780,-1120
0.000054970,384,-812
0.000054980,1184,-920
0.000054990,616,-1052
0.000055000,464,-788
0.000055010,464,-752
0.000055020,1092,-632
0.000055030,252,-920
0.000055040,648,-1236
0.000055050,128,-800
0.000055060,392,-516
0.000055070,392,-904
0.000055080,520,-1000
0.000055090,112,-660
0.000055100,128,-992
0.000055110,-512,-724
0.000055120,-256,-884
0.000055130,280,-964
0.000055140,-80,-488
0.000055150,200,-468
0.000055160,-144,-368
0.000055170,4,-1304
0.000055180,408,-1004
0.000055190,-188,-1076
0.000055200,-28,-864
0.000055210,-440,-424
0.000055220,-348,-700
0.000055230,-316,-268
0.000055240,-248,-144
0.000055250,-884,-276
0.000055260,-444,-576
0.000055270,-240,-416
0.000055280,-160,-212
0.000055290,312,680
0.000055300,-432,-300
0.000055310,-12,-184
0.000055320,184,-232
0.000055330,-180,116
0.000055340,40,-108
0.000055350,-272,-232
0.000055360,-180,112
0.000055370,192,468
0.000055380,76,492
0.000055390,-436,324
0.000055400,-40,-60
0.000055410,-284,420
0.000055420,168,704
0.000055430,244,412
0.000055440,268,844
0.000055450,396,804
0.000055460,496,696
0.000055470,448,448
0.000055480,60,1108
0.000055490,440,316
0.000055500,420,244
0.000055510,768,728
0.000055520,524,784
0.000055530,140,472
0.000055540,788,780
0.000055550,788,276
0.000055560,684,892
0.000055570,664,492
0.000055580,756,1352
0.000055590,1000,548
0.000055600,652,320
0.000055610,688,356
0.000055620,764,508
0.000055630,1144,324
0.000055640,1240,-48
0.000055650,856,276
0.000055660,1296,440
0.000055670,1028,-156
0.000055680,812,456
0.000055690,896,-8
0.000055700,1116,312
0.000055710,1624,-660
0.000055720,1100,140
0.000055730,1792,-112
0.000055740,996,120
0.000055750,1116,160
0.000055760,1264,-472
0.000055770,832,668
0.000055780,1372,88
0.000055790,1304,-200
0.000055800,1180,-1012
0.000055810,816,-408
0.000055820,1184,0
0.000055830,696,-124
0.000055840,1168,-968
0.000055850,1784,-188
0.000055860,872,-516
0.000055870,724,-340
0.000055880,1632,-692
0.000055890,684,-408
0.000055900,1020,-760
0.000055910,1172,-632
0.000055920,1272,-1460
0.000055930,1332,-968
0.000055940,1076,-480
0.000055950,972,-820
0.000055960,672,-660
0.000055970,1228,-876
0.000055980,1060,-632
0.000055990,444,-780
0.000056000,404,-1124
0.000056010,956,-648
0.000056020,612,-968
0.000056030,648,-1120
0.000056040,540,-804
0.000056050,124,-616
0.000056060,416,-272
0.000056070,540,-868
0.000056080,140,-1212
0.000056090,544,-1024
0.000056100,824,-1100
0.000056110,-620,-1176
0.000056120,-372,-528
0.000056130,-216,-756
0.000056140,-240,-704
0.000056150,632,-728
0.000056160,-268,-656
0.000056170,-404,-704
0.000056180,184,-1008
0.000056190,-320,-440
0.000056200,-348,-400
0.000056210,-104,-376
0.000056220,-640,-436
0.000056230,-592,664
0.000056240,-104,-964
0.000056250,-124,-116
0.000056260,-236,-148
0.000056270,-552,-244
0.000056280,-24,-84
0.000056290,-652,4
0.000056300,-648,340
0.000056310,32,408
0.000056320,-964,28
0.000056330,-176,548
0.000056340,-188,-532
0.000056350,-516,20
0.000056360,36,308
0.000056370,-436,552
0.000056380,-864,308
0.000056390,-196,840
0.000056400,-40,536
0.000056410,84,456
0.000056420,-280,524
0.000056430,-128,20
0.000056440,92,-332
0.000056450,-136,420
0.000056460,132,864
0.000056470,216,252
0.000056480,384,380
0.000056490,296,648
0.000056500,424,228
0.000056510,760,540
0.000056520,212,760
0.000056530,804,744
0.000056540,400,572
0.000056550,576,76
0.000056560,1020,584
0.000056570,672,444
0.000056580,632,968
0.000056590,604,552
0.000056600,1352,292
0.000056610,452,136
0.000056620,1052,692
0.000056630,1008,624
0.000056640,1108,592
0.000056650,1500,676
0.000056660,1364,496
0.000056670,752,32
0.000056680,916,644
0.000056690,1316,372
0.000056700,1096,-352
0.000056710,1340,20
0.000056720,1188,-252
0.000056730,1300,344
0.000056740,1228,88
0.000056750,1112,72
0.000056760,1764,520
0.000056770,1592,-64
0.000056780,1504,384
0.000056790,1172,-32
0.000056800,1364,-500
0.000056810,1340,-204
0.000056820,1620,-208
0.000056830,1136,24
0.000056840,1532,-284
0.000056850,1348,-940
0.000056860,1156,-564
0.000056870,1008,-644
0.000056880,1380,-384
0.000056890,864,-444
0.000056900,628,-1064
0.000056910,956,-108
0.000056920,700,-560
0.000056930,680,-660
0.000056940,600,-804
0.000056950,836,-576
0.000056960,348,-804
0.000056970,636,-1084
0.000056980,644,-1100
0.000056990,696,-1132
0.000057000,624,-1316
0.000057010,104,-1004
0.000057020,536,-1176
0.000057030,1180,-644
0.000057040,-276,-1548
0.000057050,748,-1340
0.000057060,616,-756
0.000057070,680,-980
0.000057080,316,-1224
0.000057090,376,-872
0.000057100,148,-576
0.000057110,796,-1048
0.000057120,-156,-464
0.000057130,60,-1084
0.000057140,-120,-916
0.000057150,120,-1152
0.000057160,-20,-608
0.000057170,-388,-236
0.000057180,172,-284
0.000057190,164,-544
0.000057200,-344,-404
0.000057210,-196,-420
0.000057220,-160,-908
0.000057230,-496,-212
0.000057240,-392,-480
0.000057250,-500,-556
0.000057260,-300,-28
0.000057270,-308,-392
0.000057280,284,-164
0.000057290,-336,-212
0.000057300,-176,-320
0.000057310,-664,-620
0.000057320,-404,492
0.000057330,-304,204
0.000057340,-272,-60
0.000057350,8,-368
0.000057360,-388,376
0.000057370,68,688
0.000057380,-240,0
0.000057390,-268,-392
0.000057400,8,588
0.000057410,356,368
0.000057420,-384,480
0.000057430,-316,436
0.000057440,376,460
0.000057450,-112,112
0.000057460,568,572
0.000057470,-28,368
0.000057480,200,216
0.000057490,488,464
0.000057500,616,924
0.000057510,432,1172
0.000057520,372,912
0.000057530,464,452
0.000057540,580,288
0.000057550,508,100
0.000057560,1296,632
0.000057570,916,1160
0.000057580,896,372
0.000057590,560,380
0.000057600,504,492
0.000057610,944,1160
0.000057620,1104,432
0.000057630,1364,520
0.000057640,1364,416
0.000057650,660,604
0.000057660,1100,248
0.000057670,1196,296
0.000057680,852,176
0.000057690,1072,244
0.000057700,1348,-116
0.000057710,1036,-104
0.000057720,1628,140
0.000057730,1392,-240
0.000057740,872,340
0.000057750,1096,192
0.000057760,1384,216
0.000057770,1420,-236
0.000057780,1344,-44
0.000057790,1104,328
0.000057800,1032,104
0.000057810,1324,-688
0.000057820,832,-400
0.000057830,1344,-584
0.000057840,1540,-1140
0.000057850,944,24
0.000057860,1400,-320
0.000057870,880,-872
0.000057880,1144,-436
0.000057890,652,-608
0.000057900,600,-1124
0.000057910,1244,-644
0.000057920,880,-648
0.000057930,1000,-372
0.000057940,616,-968
0.000057950,568,-852
0.000057960,584,-344
0.000057970,592,-1136
0.000057980,644,-572
0.000057990,1112,-748
0.000058000,536,-828
0.000058010,-216,-504
0.000058020,884,-908
0.000058030,920,-544
0.000058040,904,-1080
0.000058050,704,-1048
0.000058060,124,-1008
0.000058070,32,-704
0.000058080,368,-548
0.000058090,764,-1180
0.000058100,856,-864
0.000058110,32,-964
0.000058120,-32,-768
0.000058130,-316,-932
0.000058140,-684,-1288
0.000058150,-160,-1036
0.000058160,852,-688
0.000058170,436,-656
0.000058180,-56,-216
0.000058190,-708,-496
0.000058200,-388,-472
0.000058210,-392,-456
0.000058220,8,-268
0.000058230,-108,-592
0.000058240,-584,-632
0.000058250,-172,-1028
0.000058260,-64,-444
0.000058270,-1012,196
0.000058280,-304,-92
0.000058290,260,-72
0.000058300,-332,152
0.000058310,-352,-664
0.000058320,-324,-320
0.000058330,-96,-232
0.000058340,172,-392
0.000058350,-132,-136
0.000058360,-356,404
0.000058370,60,196
0.000058380,-192,60
0.000058390,144,80
0.000058400,240,296
0.000058410,-440,368
0.000058420,200,468
0.000058430,-232,16
0.000058440,496,372
0.000058450,-324,592
0.000058460,52,996
0.000058470,212,668
0.000058480,40,452
0.000058490,732,904
0.000058500,68,800
0.000058510,756,820
0.000058520,336,548
0.000058530,620,984
0.000058540,-20,756
0.000058550,536,896
0.000058560,208,280
0.000058570,796,664
0.000058580,524,328
0.000058590,592,1076
0.000058600,396,980
0.000058610,304,240
0.000058620,460,168
0.000058630,884,528
0.000058640,1380,-52
0.000058650,864,656
0.000058660,1272,196
0.000058670,1000,388
0.000058680,1284,24
0.000058690,872,424
0.000058700,1084,516
0.000058710,1796,32
0.000058720,1856,-128
0.000058730,852,140
0.000058740,1432,-140
0.000058750,756,20
0.000058760,1360,340
0.000058770,1220,-440
0.000058780,1428,-132
0.000058790,1296,-116
0.000058800,504,-136
0.000058810,1188,-432
0.000058820,1116,-152
0.000058830,612,-272
0.000058840,1376,-712
0.000058850,1416,-96
0.000058860,836,-924
0.000058870,848,-456
0.000058880,636,-608
0.000058890,1080,-644
0.000058900,920,-440
0.000058910,708,-1008
0.000058920,1276,-1028
0.000058930,532,-860
0.000058940,1428,-616
0.000058950,600,-800
0.000058960,1252,-1124
0.000058970,1212,-616
0.000058980,360,-1120
0.000058990,604,-664
0.000059000,544,-732
0.000059010,368,-740
0.000059020,260,-472
0.000059030,556,-1392
0.000059040,244,-1052
0.000059050,720,-1232
0.000059060,-20,-1160
0.000059070,-240,-1012
0.000059080,448,-808
0.000059090,640,-316
0.000059100,-80,-1268
0.000059110,452,-1236
0.000059120,420,-576
0.000059130,-84,-728
0.000059140,-148,-892
0.000059150,-208,-524
0.000059160,192,-796
0.000059170,68,-804
0.000059180,-624,-880
0.000059190,-376,-584
0.000059200,44,-844
0.000059210,-92,-680
0.000059220,-364,-324
0.000059230,-20,-260
0.000059240,-680,-416
0.000059250,88,-120
0.000059260,-468,308
0.000059270,-224,-560
0.000059280,-300,56
0.000059290,-420,88
0.000059300,-188,440
0.000059310,0,152
0.000059320,32,-940
0.000059330,656,-96
0.000059340,116,344
0.000059350,176,128
0.000059360,-360,-104
0.000059370,-580,460
0.000059380,-168,364
0.000059390,64,-12
0.000059400,-100,16
0.000059410,320,400
0.000059420,44,92
0.000059430,196,772
0.000059440,52,636
0.000059450,284,264
0.000059460,-32,308
0.000059470,348,752
0.000059480,480,564
0.000059490,988,212
0.000059500,416,248
0.000059510,696,580
0.000059520,536,732
0.000059530,1200,116
0.000059540,336,-136
0.000059550,1056,1064
0.000059560,224,360
0.000059570,568,360
0.000059580,972,636
0.000059590,1468,608
0.000059600,504,872
0.000059610,564,696
0.000059620,1156,144
0.000059630,680,480
0.000059640,992,820
0.000059650,440,76
0.000059660,1296,1020
0.000059670,1152,-8
0.000059680,636,516
0.000059690,1520,144
0.000059700,1104,-84
0.000059710,980,-108
0.000059720,1340,396
0.000059730,1112,-500
0.000059740,880,-160
0.000059750,816,-336
0.000059760,924,228
0.000059770,852,-184
0.000059780,984,908
0.000059790,1132,-28
0.000059800,1308,212
0.000059810,1384,-44
0.000059820,992,-848
0.000059830,1400,-452
0.000059840,1168,-164
0.000059850,1228,-752
0.000059860,1148,-788
0.000059870,1084,-368
0.000059880,604,-544
0.000059890,1168,-712
0.000059900,1100,-1080
0.000059910,524,-884
0.000059920,592,-528
0.000059930,1020,-736
0.000059940,420,-1224
0.000059950,900,-856
0.000059960,680,-1216
0.000059970,608,-584
0.000059980,1084,-740
0.000059990,876,-740
0.000060000,476,-948
0.000060010,416,-1188
0.000060020,468,-1116
0.000060030,-44,-932
0.000060040,320,-692
0.000060050,184,-696
0.000060060,352,-536
0.000060070,28,-1412
0.000060080,-200,-864
0.000060090,-80,-828
0.000060100,44,-912
0.000060110,896,-1148
0.000060120,220,-828
0.000060130,-236,-612
0.000060140,140,-776
0.000060150,488,-656
0.000060160,532,-1024
0.000060170,-276,-1168
0.000060180,80,-792
0.000060190,348,-676
0.000060200,-584,-96
0.000060210,120,-132
0.000060220,-144,-252
0.000060230,-240,-168
0.000060240,-216,344
0.000060250,-188,-660
0.000060260,-376,-380
0.000060270,-272,-488
0.000060280,-324,-308
0.000060290,-268,-244
0.000060300,-352,92
0.000060310,20,-908
0.000060320,-364,-272
0.000060330,-280,512
0.000060340,-252,432
0.000060350,64,-416
0.000060360,-300,-28
0.000060370,-264,548
0.000060380,-36,540
0.000060390,-316,288
0.000060400,40,988
0.000060410,404,392
0.000060420,-60,420
0.000060430,-348,432
0.000060440,640,900
0.000060450,160,424
0.000060460,516,-264
0.000060470,-212,548
0.000060480,316,236
0.000060490,536,772
0.000060500,12,1152
0.000060510,468,888
0.000060520,464,108
0.000060530,320,444
0.000060540,776,780
0.000060550,712,1032
0.000060560,380,648
0.000060570,908,584
0.000060580,896,388
0.000060590,420,584
0.000060600,820,88
0.000060610,584,800
0.000060620,980,204
0.000060630,884,652
0.000060640,1060,212
0.000060650,768,816
0.000060660,660,736
0.000060670,984,384
0.000060680,1024,-264
0.000060690,812,836
0.000060700,1400,208
0.000060710,1432,-160
0.000060720,1636,396
0.000060730,2052,228
0.000060740,1124,8
0.000060750,932,-212
0.000060760,1180,-172
0.000060770,1760,-396
0.000060780,960,500
0.000060790,1660,-512
0.000060800,1416,-420
0.000060810,1676,-500
0.000060820,996,-392
0.000060830,1496,68
0.000060840,1228,-644
0.000060850,956,-68
0.000060860,1160,-776
0.000060870,1064,-936
0.000060880,1476,76
0.000060890,344,-276
0.000060900,856,-484
0.000060910,1416,-624
0.000060920,1292,-656
0.000060930,648,-696
0.000060940,684,-424
0.000060950,272,-944
0.000060960,572,-1064
0.000060970,972,-1056
0.000060980,780,-932
0.000060990,192,-1024
0.000061000,776,-616
0.000061010,652,-1588
0.000061020,572,-776
0.000061030,300,-1508
0.000061040,168,-1268
0.000061050,-104,-436
0.000061060,260,-968
0.000061070,12,-1376
0.000061080,352,-1704
0.000061090,332,-832
0.000061100,404,-924
0.000061110,-172,-1116
0.000061120,408,-880
0.000061130,-188,-1212
0.000061140,376,-972
0.000061150,220,-1156
0.000061160,632,-896
0.000061170,-168,-640
0.000061180,76,-1184
0.000061190,-360,-204
0.000061200,-608,-956
0.000061210,-428,-776
0.000061220,-544,-416
0.000061230,-172,-372
0.000061240,-676,-188
0.000061250,-104,-1024
0.000061260,-432,-364
0.000061270,44,-252
0.000061280,-388,-968
0.000061290,-248,-80
0.000061300,-472,196
0.000061310,-300,248
0.000061320,-20,-72
0.000061330,56,236
0.000061340,20,-240
0.000061350,28,212
0.000061360,-60,-428
0.000061370,-52,32
0.000061380,-500,1112
0.000061390,-64,612
0.000061400,168,472
0.000061410,-148,860
0.000061420,392,140
0.000061430,-80,572
0.000061440,460,520
0.000061450,184,460
0.000061460,788,568
0.000061470,588,996
0.000061480,-120,828
0.000061490,496,500
0.000061500,544,72
0.000061510,404,228
0.000061520,336,668
0.000061530,524,716
0.000061540,844,940
0.000061550,772,480
0.000061560,136,696
0.000061570,656,596
0.000061580,1276,676
0.000061590,524,360
0.000061600,716,1204
0.000061610,536,580
0.000061620,968,376
0.000061630,1296,996
0.000061640,720,708
0.000061650,1008,540
0.000061660,976,176
0.000061670,824,384
0.000061680,1120,12
0.000061690,1356,60
0.000061700,1532,536
0.000061710,1336,536
0.000061720,1720,-132
0.000061730,1276,-104
0.000061740,1580,-296
0.000061750,1256,100
0.000061760,1156,-180
0.000061770,824,396
0.000061780,1524,36
0.000061790,1340,-164
0.000061800,1128,-912
0.000061810,952,-196
0.000061820,1100,-144
0.000061830,1040,-136
0.000061840,876,144
0.000061850,1176,-544
0.000061860,1804,-408
0.000061870,1164,-900
0.000061880,1188,-476
0.000061890,1048,-820
0.000061900,1520,-324
0.000061910,684,-1004
0.000061920,840,-352
0.000061930,716,-760
0.000061940,1336,-776
0.000061950,908,-408
0.000061960,512,-1364
0.000061970,592,-1492
0.000061980,728,-636
0.000061990,616,-1428
0.000062000,644,-500
0.000062010,608,-1112
0.000062020,680,-876
0.000062030,572,-844
0.000062040,88,-528
0.000062050,392,-708
0.000062060,552,-1036
0.000062070,276,-428
0.000062080,172,-584
0.000062090,-272,-708
0.000062100,-116,-496
0.000062110,-128,-780
0.000062120,52,-1068
0.000062130,-208,-960
0.000062140,48,-688
0.000062150,-196,-860
0.000062160,-380,-1460
0.000062170,224,-520
0.000062180,-308,-500
0.000062190,-324,-452
0.000062200,-200,-480
0.000062210,-172,-332
0.000062220,52,-108
0.000062230,-352,-1088
0.000062240,-100,-388
0.000062250,-32,-156
0.000062260,288,108
0.000062270,-176,640
0.000062280,-324,112
0.000062290,-372,-396
0.000062300,244,328
0.000062310,-48,-100
0.000062320,-360,64
0.000062330,-464,52
0.000062340,-192,372
0.000062350,-348,20
0.000062360,-344,244
0.000062370,104,40
0.000062380,-68,492
0.000062390,-380,444
0.000062400,-132,-36
0.000062410,-132,492
0.000062420,-264,520
0.000062430,-360,28
0.000062440,92,756
0.000062450,164,496
0.000062460,-172,1204
0.000062470,228,920
0.000062480,-28,568
0.000062490,508,616
0.000062500,360,492
0.000062510,816,160
0.000062520,156,744
0.000062530,1056,808
0.000062540,268,684
0.000062550,708,324
0.000062560,392,556
0.000062570,796,192
0.000062580,580,824
0.000062590,692,360
0.000062600,1236,524
0.000062610,692,460
0.000062620,1004,576
0.000062630,912,492
0.000062640,1420,72
0.000062650,1176,16
0.000062660,1008,44
0.000062670,1148,212
0.000062680,1736,672
0.000062690,1396,420
0.000062700,636,-356
0.000062710,896,-164
0.000062720,1396,316
0.000062730,1144,656
0.000062740,1616,0
0.000062750,1168,-168
0.000062760,952,-132
0.000062770,1608,-300
0.000062780,1180,336
0.000062790,884,-392
0.000062800,820,-432
0.000062810,740,48
0.000062820,848,-648
0.000062830,524,-600
0.000062840,952,-40
0.000062850,1468,-864
0.000062860,776,-412
0.000062870,1040,-1076
0.000062880,1204,-772
0.000062890,1280,-796
0.000062900,792,-744
0.000062910,1044,-1308
0.000062920,1128,-772
0.000062930,1084,-484
0.000062940,1032,-944
0.000062950,408,-864
0.000062960,340,-1060
0.000062970,996,-752
0.000062980,464,-1416
0.000062990,220,-928
0.000063000,1040,-1140
0.000063010,976,-1676
0.000063020,816,-1224
0.000063030,-44,-1000
0.000063040,132,-656
0.000063050,-228,-796
0.000063060,-96,-1140
0.000063070,-116,-1260
0.000063080,632,-1152
0.000063090,-16,-1012
0.000063100,156,-160
0.000063110,-424,-696
0.000063120,68,-752
0.000063130,-76,-812
0.000063140,-88,-784
0.000063150,-252,-880
0.000063160,-40,-612
0.000063170,-384,-504
0.000063180,-660,-436
0.000063190,80,-184
0.000063200,-292,-736
0.000063210,188,-56
0.000063220,-312,-552
0.000063230,-624,-168
0.000063240,-528,-352
0.000063250,-896,0
0.000063260,-24,292
0.000063270,-184,-732
0.000063280,-244,-236
0.000063290,-308,-444
0.000063300,-380,204
0.000063310,-108,824
0.000063320,-188,-152
0.000063330,-452,120
0.000063340,-32,288
0.000063350,-64,-208
0.000063360,104,336
0.000063370,8,428
0.000063380,20,488
0.000063390,-232,256
0.000063400,-120,524
0.000063410,384,428
0.000063420,-136,336
0.000063430,-192,376
0.000063440,776,188
0.000063450,192,612
0.000063460,540,688
0.000063470,428,452
0.000063480,216,996
0.000063490,128,772
0.000063500,852,1128
0.000063510,536,516
0.000063520,764,-168
0.000063530,608,872
0.000063540,468,404
0.000063550,912,672
0.000063560,740,284
