Time after synchronization (s),ADC I on secondary,ADC Q on secondary
0.000025760,280,12
0.000025770,484,-40
0.000025780,792,-288
0.000025790,732,-580
0.000025800,728,88
0.000025810,360,-804
0.000025820,536,-232
0.000025830,556,372
0.000025840,516,-284
0.000025850,64,-72
0.000025860,520,-192
0.000025870,236,124
0.000025880,828,-380
0.000025890,444,432
0.000025900,476,36
0.000025910,608,624
0.000025920,732,0
0.000025930,264,236
0.000025940,308,-328
0.000025950,896,-460
0.000025960,176,140
0.000025970,1016,-128
0.000025980,260,-204
0.000025990,684,-192
0.000026000,812,-132
0.000026010,740,-188
0.000026020,644,-904
0.000026030,852,224
0.000026040,596,68
0.000026050,260,-436
0.000026060,628,204
0.000026070,-540,-352
0.000026080,232,-92
0.000026090,588,12
0.000026100,484,-272
0.000026110,588,-600
0.000026120,632,-416
0.000026130,744,-392
0.000026140,-192,-232
0.000026150,144,-124
0.000026160,444,-104
0.000026170,236,-300
0.000026180,264,-316
0.000026190,72,116
0.000026200,616,12
0.000026210,1316,-416
0.000026220,836,92
0.000026230,368,-300
0.000026240,728,-164
0.000026250,464,-144
0.000026260,356,-420
0.000026270,808,-192
0.000026280,512,-528
0.000026290,816,-332
0.000026300,744,-696
0.000026310,448,52
0.000026320,472,-256
0.000026330,528,-440
0.000026340,808,-352
0.000026350,968,268
0.000026360,496,-248
0.000026370,264,-308
0.000026380,364,-180
0.000026390,788,-120
0.000026400,224,-564
0.000026410,788,116
0.000026420,892,-588
0.000026430,176,784
0.000026440,924,-220
0.000026450,260,-544
0.000026460,128,-92
0.000026470,204,124
0.000026480,580,16
0.000026490,580,-252
0.000026500,712,-568
0.000026510,276,-72
0.000026520,744,-380
0.000026530,568,360
0.000026540,208,-680
0.000026550,172,-348
0.000026560,508,-36
0.000026570,1032,-344
0.000026580,68,-232
0.000026590,1152,20
0.000026600,-192,-20
0.000026610,48,-452
0.000026620,512,-64
0.000026630,352,-528
0.000026640,228,-360
0.000026650,64,252
0.000026660,476,112
0.000026670,736,-904
0.000026680,632,304
0.000026690,588,-44
0.000026700,544,520
0.000026710,428,-464
0.000026720,440,-120
0.000026730,260,-16
0.000026740,688,312
0.000026750,-84,-104
0.000026760,676,-56
0.000026770,-128,-40
0.000026780,480,-384
0.000026790,616,128
0.000026800,432,16
0.000026810,100,-132
0.000026820,876,-104
0.000026830,472,-592
0.000026840,324,-304
0.000026850,336,-692
0.000026860,892,-516
0.000026870,888,-920
0.000026880,352,-116
0.000026890,748,-28
0.000026900,-12,-76
0.000026910,716,-512
0.000026920,-48,172
0.000026930,284,-208
0.000026940,404,-336
0.000026950,512,-96
0.000026960,732,-640
0.000026970,680,292
0.000026980,480,-260
0.000026990,252,36
0.000027000,212,-276
0.000027010,272,-296
0.000027020,400,432
0.000027030,720,-48
0.000027040,520,260
0.000027050,-428,28
0.000027060,204,-28
0.000027070,488,348
0.000027080,332,-628
0.000027090,152,-140
0.000027100,384,-232
0.000027110,16,184
0.000027120,692,-172
0.000027130,716,16
0.000027140,672,412
0.000027150,608,-308
0.000027160,284,36
0.000027170,328,-8
0.000027180,152,36
0.000027190,708,-224
0.000027200,696,-348
0.000027210,684,-308
0.000027220,92,-224
0.000027230,648,220
0.000027240,408,-188
0.000027250,564,-24
0.000027260,904,-60
0.000027270,324,-104
0.000027280,0,-116
0.000027290,312,-28
0.000027300,844,0
0.000027310,840,-128
0.000027320,324,-380
0.000027330,-120,-420
0.000027340,264,-212
0.000027350,1036,208
0.000027360,48,20
0.000027370,336,-76
0.000027380,476,-312
0.000027390,576,456
0.000027400,164,272
0.000027410,424,132
0.000027420,404,-208
0.000027430,716,-116
0.000027440,728,-472
0.000027450,604,-456
0.000027460,364,84
0.000027470,744,-724
0.000027480,192,-588
0.000027490,124,88
0.000027500,108,-316
0.000027510,376,32
0.000027520,-128,120
0.000027530,848,-596
0.000027540,452,44
0.000027550,316,-292
0.000027560,640,-172
0.000027570,556,-176
0.000027580,628,-308
0.000027590,192,-104
0.000027600,640,-168
0.000027610,356,-552
0.000027620,768,-300
0.000027630,652,-412
0.000027640,-140,-140
0.000027650,776,228
0.000027660,600,16
0.000027670,572,-384
0.000027680,56,-68
0.000027690,80,-216
0.000027700,896,-324
0.000027710,904,-292
0.000027720,592,-104
0.000027730,848,368
0.000027740,444,-556
0.000027750,1000,360
0.000027760,464,52
0.000027770,768,160
0.000027780,592,-368
0.000027790,704,-404
0.000027800,720,-100
0.000027810,176,-276
0.000027820,136,-56
0.000027830,544,-580
0.000027840,-172,-4
0.000027850,856,20
0.000027860,492,192
0.000027870,404,-608
0.000027880,624,-52
0.000027890,984,-76
0.000027900,528,196
0.000027910,104,-360
0.000027920,-188,-476
0.000027930,912,84
0.000027940,216,-252
0.000027950,424,168
0.000027960,612,-120
0.000027970,236,148
0.000027980,660,456
0.000027990,400,88
0.000028000,608,356
0.000028010,188,-956
0.000028020,1048,-264
0.000028030,1324,-172
0.000028040,132,-196
0.000028050,444,-224
0.000028060,324,-220
0.000028070,668,180
0.000028080,352,-60
0.000028090,1208,-544
0.000028100,260,-384
0.000028110,580,96
0.000028120,592,-320
0.000028130,380,-56
0.000028140,632,-224
0.000028150,296,-356
0.000028160,384,-316
0.000028170,-28,-360
0.000028180,488,168
0.000028190,372,-100
0.000028200,432,-20
0.000028210,848,-368
0.000028220,312,-48
0.000028230,172,8
0.000028240,404,48
0.000028250,408,-676
0.000028260,724,-608
0.000028270,440,-836
0.000028280,632,140
0.000028290,916,-16
0.000028300,64,-376
0.000028310,628,-144
0.000028320,1156,160
0.000028330,208,-284
0.000028340,516,-216
0.000028350,172,-372
0.000028360,320,-108
0.000028370,668,-412
0.000028380,320,-32
0.000028390,596,-496
0.000028400,588,-424
0.000028410,728,-280
0.000028420,444,-288
0.000028430,32,-396
0.000028440,716,-184
0.000028450,248,284
0.000028460,424,100
0.000028470,-16,-428
0.000028480,352,-524
0.000028490,412,-96
0.000028500,216,-668
0.000028510,304,-436
0.000028520,676,132
0.000028530,384,-244
0.000028540,820,64
0.000028550,744,-64
0.000028560,768,-340
0.000028570,652,-288
0.000028580,300,-204
0.000028590,720,-560
0.000028600,-136,28
0.000028610,424,-152
0.000028620,340,-268
0.000028630,56,140
0.000028640,1144,-488
0.000028650,808,48
0.000028660,516,-40
0.000028670,688,328
0.000028680,-44,-36
0.000028690,168,-368
0.000028700,608,-76
0.000028710,1008,288
0.000028720,12,288
0.000028730,748,176
0.000028740,608,-184
0.000028750,1224,-536
0.000028760,620,-240
0.000028770,804,-172
0.000028780,516,-472
0.000028790,916,-228
0.000028800,1084,-488
0.000028810,608,84
0.000028820,516,-276
0.000028830,584,-56
0.000028840,724,72
0.000028850,680,320
0.000028860,208,-72
0.000028870,632,328
0.000028880,920,72
0.000028890,636,-504
0.000028900,524,-196
0.000028910,192,-108
0.000028920,140,-60
0.000028930,52,-268
0.000028940,132,-304
0.000028950,340,-388
0.000028960,-124,328
0.000028970,396,68
0.000028980,712,128
0.000028990,332,-108
0.000029000,456,424
0.000029010,224,260
0.000029020,84,-172
0.000029030,824,-284
0.000029040,264,-120
0.000029050,812,-88
0.000029060,1112,-440
0.000029070,144,116
0.000029080,-8,-576
0.000029090,788,-572
0.000029100,536,12
0.000029110,792,24
0.000029120,872,-292
0.000029130,96,-792
0.000029140,844,-96
0.000029150,676,-108
0.000029160,620,-408
0.000029170,52,-144
0.000029180,548,-316
0.000029190,196,140
0.000029200,904,100
0.000029210,392,-76
0.000029220,780,80
0.000029230,844,-748
0.000029240,60,196
0.000029250,80,-184
0.000029260,308,-388
0.000029270,364,-660
0.000029280,428,-256
0.000029290,800,668
0.000029300,308,-316
0.000029310,544,-552
0.000029320,612,120
0.000029330,380,96
0.000029340,500,-344
0.000029350,72,284
0.000029360,124,132
0.000029370,532,-420
0.000029380,56,-208
0.000029390,416,-140
0.000029400,696,-316
0.000029410,496,-40
0.000029420,672,276
0.000029430,292,28
0.000029440,760,-200
0.000029450,700,-216
0.000029460,192,-384
0.000029470,448,224
0.000029480,496,-624
0.000029490,232,-116
0.000029500,140,172
0.000029510,588,-8
0.000029520,452,-568
0.000029530,936,-428
0.000029540,24,-388
0.000029550,552,-400
0.000029560,460,-584
0.000029570,600,-284
0.000029580,-88,-32
0.000029590,772,-732
0.000029600,604,-352
0.000029610,-104,-776
0.000029620,128,192
0.000029630,252,496
0.000029640,368,-312
0.000029650,72,-176
0.000029660,780,-328
0.000029670,656,20
0.000029680,348,396
0.000029690,816,392
0.000029700,392,296
0.000029710,716,-708
0.000029720,556,112
0.000029730,444,-220
0.000029740,664,56
0.000029750,568,148
0.000029760,120,-304
0.000029770,640,164
0.000029780,372,-376
0.000029790,728,-612
0.000029800,208,284
0.000029810,396,-384
0.000029820,1004,-504
0.000029830,232,-612
0.000029840,340,-664
0.000029850,740,-312
0.000029860,288,12
0.000029870,780,192
0.000029880,404,-536
0.000029890,140,620
0.000029900,872,-480
0.000029910,-116,-900
0.000029920,104,-436
0.000029930,472,-556
0.000029940,380,-240
0.000029950,588,-572
0.000029960,624,-116
0.000029970,912,152
0.000029980,540,-64
0.000029990,588,-568
0.000030000,560,-1124
0.000030010,440,-112
0.000030020,828,-772
0.000030030,612,4
0.000030040,524,156
0.000030050,332,12
0.000030060,588,-424
0.000030070,760,-420
0.000030080,184,-632
0.000030090,448,-236
0.000030100,-156,116
0.000030110,788,564
0.000030120,388,-392
0.000030130,640,-176
0.000030140,456,-296
0.000030150,320,140
0.000030160,572,-356
0.000030170,284,-400
0.000030180,-20,-300
0.000030190,740,-440
0.000030200,584,-376
0.000030210,236,-44
0.000030220,104,-508
0.000030230,356,-84
0.000030240,296,-508
0.000030250,756,-48
0.000030260,688,84
0.000030270,876,-288
0.000030280,376,-356
0.000030290,-388,-508
0.000030300,332,-152
0.000030310,424,-108
0.000030320,864,-312
0.000030330,372,-196
0.000030340,664,-552
0.000030350,196,80
0.000030360,500,-728
0.000030370,652,-392
0.000030380,264,-616
0.000030390,904,-196
0.000030400,-32,-184
0.000030410,356,-572
0.000030420,456,-140
0.000030430,720,8
0.000030440,100,-336
0.000030450,656,144
0.000030460,128,0
0.000030470,196,520
0.000030480,180,-336
0.000030490,-40,-52
0.000030500,644,-240
0.000030510,588,-404
0.000030520,692,-276
0.000030530,540,-404
0.000030540,756,-188
0.000030550,652,-388
0.000030560,504,240
0.000030570,420,-184
0.000030580,688,-696
0.000030590,372,-520
0.000030600,600,-52
0.000030610,616,76
0.000030620,436,-88
0.000030630,372,40
0.000030640,628,-72
0.000030650,328,-716
0.000030660,388,164
0.000030670,780,-300
0.000030680,448,448
0.000030690,716,-524
0.000030700,572,-252
0.000030710,540,368
0.000030720,156,-464
0.000030730,968,-368
0.000030740,212,-372
0.000030750,572,-68
0.000030760,664,160
0.000030770,776,96
0.000030780,552,-340
0.000030790,780,100
0.000030800,220,-296
0.000030810,620,-160
0.000030820,396,-296
0.000030830,-176,-464
0.000030840,420,148
0.000030850,128,-304
0.000030860,364,36
0.000030870,768,-504
0.000030880,580,-164
0.000030890,52,268
0.000030900,628,348
0.000030910,352,76
0.000030920,88,-108
0.000030930,212,140
0.000030940,176,108
0.000030950,728,208
0.000030960,312,-688
0.000030970,888,-180
0.000030980,488,228
0.000030990,624,20
0.000031000,28,12
0.000031010,404,360
0.000031020,404,-328
0.000031030,376,76
0.000031040,336,12
0.000031050,928,448
0.000031060,816,-324
0.000031070,476,-340
0.000031080,876,-148
0.000031090,128,-40
0.000031100,256,-792
0.000031110,308,16
0.000031120,404,508
0.000031130,260,-396
0.000031140,532,-280
0.000031150,1016,272
0.000031160,428,-24
0.000031170,268,-196
0.000031180,1164,-68
0.000031190,564,96
0.000031200,332,-48
0.000031210,500,-116
0.000031220,572,224
0.000031230,488,-416
0.000031240,56,-52
0.000031250,156,132
0.000031260,700,-40
0.000031270,252,372
0.000031280,496,284
0.000031290,384,-320
0.000031300,472,-228
0.000031310,1152,20
0.000031320,1236,-816
0.000031330,240,-140
0.000031340,572,-776
0.000031350,496,-44
0.000031360,308,368
0.000031370,472,-348
0.000031380,612,-68
0.000031390,-216,-332
0.000031400,640,12
0.000031410,176,-20
0.000031420,232,-16
0.000031430,444,132
0.000031440,404,-100
0.000031450,120,-100
0.000031460,464,-60
0.000031470,236,-280
0.000031480,612,320
0.000031490,76,-484
0.000031500,400,-84
0.000031510,536,-252
0.000031520,244,-16
0.000031530,576,-372
0.000031540,452,-744
0.000031550,240,-88
0.000031560,544,-488
0.000031570,188,40
0.000031580,580,-372
0.000031590,540,-104
0.000031600,188,212
0.000031610,816,32
0.000031620,464,80
0.000031630,780,-76
0.000031640,712,168
0.000031650,272,-260
0.000031660,608,-408
0.000031670,232,-304
0.000031680,188,-872
0.000031690,88,-192
0.000031700,464,-464
0.000031710,512,-252
0.000031720,644,-56
0.000031730,260,92
0.000031740,212,-324
0.000031750,776,-700
0.000031760,376,592
0.000031770,916,-308
0.000031780,476,-276
0.000031790,292,100
0.000031800,392,180
0.000031810,752,-308
0.000031820,732,-76
0.000031830,444,560
0.000031840,440,-368
0.000031850,480,36
0.000031860,316,-472
0.000031870,-256,16
0.000031880,904,-220
0.000031890,16,476
0.000031900,-52,-352
0.000031910,732,-376
0.000031920,488,-300
0.000031930,764,-220
0.000031940,880,-144
0.000031950,184,-124
0.000031960,308,-524
0.000031970,604,-248
0.000031980,860,-152
0.000031990,252,-164
0.000032000,1204,56
0.000032010,708,-268
0.000032020,-24,140
0.000032030,720,-476
0.000032040,120,-96
0.000032050,656,-184
0.000032060,524,-352
0.000032070,700,-176
0.000032080,604,108
0.000032090,536,116
0.000032100,212,416
0.000032110,352,-16
0.000032120,-88,20
0.000032130,1028,48
0.000032140,212,-352
0.000032150,176,-280
0.000032160,140,72
0.000032170,272,-4
0.000032180,316,304
0.000032190,568,-4
0.000032200,272,-420
0.000032210,948,-800
0.000032220,564,-220
0.000032230,-84,-152
0.000032240,-312,-192
0.000032250,744,-248
0.000032260,832,320
0.000032270,664,-28
0.000032280,648,-412
0.000032290,140,-588
0.000032300,260,160
0.000032310,556,-492
0.000032320,1100,-200
0.000032330,604,-228
0.000032340,24,136
0.000032350,712,-212
0.000032360,392,236
0.000032370,632,-404
0.000032380,616,-300
0.000032390,440,-316
0.000032400,508,-212
0.000032410,188,-272
0.000032420,564,-432
0.000032430,808,140
0.000032440,628,296
0.000032450,52,-340
0.000032460,24,-396
0.000032470,264,-456
0.000032480,572,12
0.000032490,648,128
0.000032500,620,-512
0.000032510,368,-548
0.000032520,84,-536
0.000032530,260,68
0.000032540,216,-316
0.000032550,596,-620
0.000032560,640,-896
0.000032570,760,-224
0.000032580,816,224
0.000032590,920,-248
0.000032600,768,-296
0.000032610,516,-280
0.000032620,544,-328
0.000032630,476,412
0.000032640,488,92
0.000032650,216,-236
0.000032660,448,-24
0.000032670,64,536
0.000032680,308,-104
0.000032690,168,-248
0.000032700,792,152
0.000032710,668,60
0.000032720,640,-360
0.000032730,372,416
0.000032740,476,-408
0.000032750,604,36
0.000032760,-72,-460
0.000032770,376,292
0.000032780,772,48
0.000032790,848,-348
0.000032800,1144,-276
0.000032810,664,-572
0.000032820,-60,100
0.000032830,632,-212
0.000032840,-316,-280
0.000032850,212,-244
0.000032860,8,-296
0.000032870,532,-276
0.000032880,-20,-232
0.000032890,476,-204
0.000032900,320,-4
0.000032910,-16,-68
0.000032920,524,-364
0.000032930,184,-124
0.000032940,808,-528
0.000032950,1120,-404
0.000032960,320,-316
0.000032970,228,-80
0.000032980,516,-744
0.000032990,264,-408
0.000033000,444,100
0.000033010,192,-488
0.000033020,544,-56
0.000033030,756,-348
0.000033040,1064,-532
0.000033050,680,-88
0.000033060,-340,-404
0.000033070,408,-36
0.000033080,484,-496
0.000033090,-20,-344
0.000033100,824,-268
0.000033110,728,-456
0.000033120,876,44
0.000033130,428,-56
0.000033140,1088,-108
0.000033150,132,-636
0.000033160,516,-84
0.000033170,672,-372
0.000033180,772,-856
0.000033190,1108,-672
0.000033200,396,-204
0.000033210,212,260
0.000033220,132,-36
0.000033230,400,-36
0.000033240,900,-104
0.000033250,76,-832
0.000033260,548,-292
0.000033270,344,0
0.000033280,700,-492
0.000033290,752,-64
0.000033300,1112,-680
0.000033310,808,-388
0.000033320,916,-312
0.000033330,480,-276
0.000033340,364,-388
0.000033350,632,-268
0.000033360,448,108
0.000033370,748,188
0.000033380,400,-204
0.000033390,328,-124
0.000033400,792,-564
0.000033410,596,-100
0.000033420,348,-188
0.000033430,344,-208
0.000033440,880,-116
0.000033450,824,52
0.000033460,476,-156
0.000033470,648,-260
0.000033480,772,-32
0.000033490,728,-104
0.000033500,128,-628
0.000033510,188,-76
0.000033520,332,-460
0.000033530,196,216
0.000033540,888,412
0.000033550,864,-40
0.000033560,472,-428
0.000033570,544,-4
0.000033580,188,-468
0.000033590,780,-464
0.000033600,168,-264
0.000033610,464,-412
0.000033620,476,112
0.000033630,444,84
0.000033640,-268,84
0.000033650,152,-360
0.000033660,760,-176
0.000033670,464,128
0.000033680,664,72
0.000033690,776,100
0.000033700,848,-172
0.000033710,-4,-400
0.000033720,496,-216
0.000033730,524,-420
0.000033740,720,-200
0.000033750,548,328
0.000033760,560,-20
0.000033770,304,88
0.000033780,288,-268
0.000033790,12,-596
0.000033800,528,-168
0.000033810,36,-548
0.000033820,344,-384
0.000033830,440,-96
0.000033840,520,-80
0.000033850,292,-188
0.000033860,-136,-252
0.000033870,656,-688
0.000033880,492,-312
0.000033890,916,-284
0.000033900,876,116
0.000033910,336,-584
0.000033920,312,-284
0.000033930,480,-380
0.000033940,320,228
0.000033950,820,136
0.000033960,528,-640
0.000033970,588,-452
0.000033980,316,-232
0.000033990,272,-356
0.000034000,176,276
0.000034010,776,-348
0.000034020,-96,-240
0.000034030,44,-64
0.000034040,108,-300
0.000034050,768,-388
0.000034060,108,56
0.000034070,420,-160
0.000034080,292,-572
0.000034090,1060,152
0.000034100,468,-280
0.000034110,316,-360
0.000034120,844,-324
0.000034130,776,-384
0.000034140,500,-540
0.000034150,640,-60
0.000034160,396,-208
0.000034170,296,-340
0.000034180,108,136
0.000034190,880,84
0.000034200,896,68
0.000034210,412,-216
0.000034220,708,-136
0.000034230,820,116
0.000034240,548,-372
0.000034250,564,-292
0.000034260,1088,280
0.000034270,692,-392
0.000034280,628,80
0.000034290,560,140
0.000034300,-112,200
0.000034310,396,-160
0.000034320,964,-88
0.000034330,-124,-348
0.000034340,820,-480
0.000034350,292,-412
0.000034360,364,-304
0.000034370,564,-372
0.000034380,436,52
0.000034390,420,-4
0.000034400,404,256
0.000034410,864,312
0.000034420,736,216
0.000034430,556,276
0.000034440,432,-356
0.000034450,260,-420
0.000034460,212,-508
0.000034470,712,-188
0.000034480,336,-616
0.000034490,600,-80
0.000034500,128,-676
0.000034510,652,-256
0.000034520,268,-448
0.000034530,76,-76
0.000034540,680,-180
0.000034550,840,-388
0.000034560,372,-20
0.000034570,328,48
0.000034580,220,-272
0.000034590,572,136
0.000034600,440,584
0.000034610,964,-480
0.000034620,1004,-872
0.000034630,1232,-396
0.000034640,292,-252
0.000034650,380,68
0.000034660,192,-460
0.000034670,588,268
0.000034680,776,-340
0.000034690,248,-500
0.000034700,380,-16
0.000034710,664,408
0.000034720,900,-416
0.000034730,216,112
0.000034740,572,-88
0.000034750,596,-136
0.000034760,520,32
0.000034770,696,-372
0.000034780,1028,-428
0.000034790,476,-148
0.000034800,636,-300
0.000034810,664,-352
0.000034820,896,-232
0.000034830,700,-476
0.000034840,552,44
0.000034850,380,364
0.000034860,492,172
0.000034870,344,-844
0.000034880,424,-276
0.000034890,444,188
0.000034900,776,-432
0.000034910,64,0
0.000034920,1080,-40
0.000034930,408,-292
0.000034940,324,-344
0.000034950,404,96
0.000034960,992,-132
0.000034970,420,328
0.000034980,408,-148
0.000034990,580,224
0.000035000,712,-188
0.000035010,640,-432
0.000035020,416,132
0.000035030,548,-32
0.000035040,348,-48
0.000035050,652,284
0.000035060,660,-660
0.000035070,352,-524
0.000035080,780,504
0.000035090,124,-112
0.000035100,264,484
0.000035110,340,132
0.000035120,336,-64
0.000035130,552,-204
0.000035140,544,-336
0.000035150,92,-508
0.000035160,656,-408
0.000035170,728,-544
0.000035180,180,-240
0.000035190,192,-588
0.000035200,616,148
0.000035210,588,-548
0.000035220,372,-564
0.000035230,508,24
0.000035240,460,-384
0.000035250,452,-472
0.000035260,188,-392
0.000035270,796,-72
0.000035280,844,116
0.000035290,-48,-344
0.000035300,576,-684
0.000035310,248,-268
0.000035320,232,-60
0.000035330,728,-444
0.000035340,956,196
0.000035350,272,-220
0.000035360,484,-564
0.000035370,360,-212
0.000035380,436,-424
0.000035390,944,-180
0.000035400,636,-424
0.000035410,132,108
0.000035420,236,-592
0.000035430,280,-228
0.000035440,628,-180
0.000035450,128,-220
0.000035460,424,-100
0.000035470,-32,-132
0.000035480,1004,-120
0.000035490,556,48
0.000035500,936,384
0.000035510,408,-144
0.000035520,128,-580
0.000035530,328,244
0.000035540,388,360
0.000035550,16,-404
0.000035560,404,272
0.000035570,864,-136
0.000035580,1024,-48
0.000035590,712,-240
0.000035600,728,-28
0.000035610,632,-1004
0.000035620,604,-36
0.000035630,636,-76
0.000035640,652,-220
0.000035650,408,-348
0.000035660,584,-452
0.000035670,300,-84
0.000035680,296,384
0.000035690,108,76
0.000035700,256,20
0.000035710,424,-24
0.000035720,432,36
0.000035730,236,488
0.000035740,808,-260
0.000035750,452,92
0.000035760,324,-496
0.000035770,296,-184
0.000035780,592,-192
0.000035790,280,-460
0.000035800,316,140
0.000035810,412,-560
0.000035820,632,400
0.000035830,780,-776
0.000035840,252,208
0.000035850,576,-356
0.000035860,548,-184
0.000035870,224,-476
0.000035880,364,-940
0.000035890,332,180
0.000035900,980,324
0.000035910,876,-224
0.000035920,616,-512
0.000035930,860,-228
0.000035940,840,-740
0.000035950,664,-200
0.000035960,816,240
0.000035970,648,236
0.000035980,92,-408
0.000035990,636,164
0.000036000,796,-184
0.000036010,592,-604
0.000036020,688,-364
0.000036030,720,-56
0.000036040,500,-56
0.000036050,576,-96
0.000036060,580,-176
0.000036070,964,-756
0.000036080,660,148
0.000036090,476,-28
0.000036100,660,0
0.000036110,948,-496
0.000036120,956,244
0.000036130,436,-168
0.000036140,-64,-64
0.000036150,820,136
0.000036160,272,-320
0.000036170,404,452
0.000036180,504,-104
0.000036190,612,-304
0.000036200,628,-768
0.000036210,792,92
0.000036220,784,-204
0.000036230,640,-168
0.000036240,600,168
0.000036250,-88,132
0.000036260,516,-400
0.000036270,12,-368
0.000036280,868,-544
0.000036290,88,-292
0.000036300,644,-308
0.000036310,828,144
0.000036320,804,-260
0.000036330,896,-376
0.000036340,424,-208
0.000036350,336,-364
0.000036360,676,-144
0.000036370,964,-652
0.000036380,548,-472
0.000036390,672,-288
0.000036400,176,-160
0.000036410,604,180
0.000036420,1044,-40
0.000036430,372,-364
0.000036440,436,-576
0.000036450,784,-320
0.000036460,972,-392
0.000036470,192,256
0.000036480,700,128
0.000036490,552,-88
0.000036500,676,-252
0.000036510,212,-60
0.000036520,708,-540
0.000036530,1116,-16
0.000036540,292,72
0.000036550,464,188
0.000036560,916,-148
0.000036570,112,184
0.000036580,668,-360
0.000036590,464,-216
0.000036600,32,-188
0.000036610,436,88
0.000036620,412,112
0.000036630,352,372
0.000036640,732,-344
0.000036650,396,64
0.000036660,428,-24
0.000036670,484,-136
0.000036680,96,-656
0.000036690,900,-516
0.000036700,304,120
0.000036710,280,-12
0.000036720,460,-296
0.000036730,760,-28
0.000036740,476,-256
0.000036750,516,-600
0.000036760,504,-268
0.000036770,636,-164
0.000036780,328,-456
0.000036790,188,-260
0.000036800,556,-84
0.000036810,576,-256
0.000036820,332,-320
0.000036830,-184,-100
0.000036840,472,-808
0.000036850,368,-392
0.000036860,372,-72
0.000036870,468,416
0.000036880,748,-192
0.000036890,500,-480
0.000036900,400,-484
0.000036910,600,-60
0.000036920,732,-496
0.000036930,824,-84
0.000036940,616,-548
0.000036950,660,24
0.000036960,1024,-412
0.000036970,584,-484
0.000036980,620,-48
0.000036990,632,-456
0.000037000,-24,124
0.000037010,896,204
0.000037020,392,-144
0.000037030,836,-252
0.000037040,488,-208
0.000037050,372,164
0.000037060,412,368
0.000037070,488,-44
0.000037080,212,-600
0.000037090,628,-428
0.000037100,748,236
0.000037110,348,-116
0.000037120,140,-196
0.000037130,540,-244
0.000037140,676,-344
0.000037150,632,-204
0.000037160,300,256
0.000037170,200,-176
0.000037180,740,-444
0.000037190,720,56
0.000037200,808,72
0.000037210,488,-20
0.000037220,-68,-116
0.000037230,252,-648
0.000037240,300,504
0.000037250,244,-456
0.000037260,304,-64
0.000037270,568,-96
0.000037280,692,444
0.000037290,592,-460
0.000037300,604,16
0.000037310,744,-180
0.000037320,548,-592
0.000037330,296,8
0.000037340,360,-72
0.000037350,564,-156
0.000037360,412,-324
0.000037370,-36,-172
0.000037380,500,424
0.000037390,264,-56
0.000037400,172,-56
0.000037410,24,232
0.000037420,24,344
0.000037430,72,404
0.000037440,-148,632
0.000037450,268,768
0.000037460,176,900
0.000037470,-288,688
0.000037480,320,192
0.000037490,196,880
0.000037500,1108,736
0.000037510,-180,708
0.000037520,732,904
0.000037530,284,888
0.000037540,-140,688
0.000037550,540,824
0.000037560,852,532
0.000037570,440,216
0.000037580,600,184
0.000037590,880,344
0.000037600,1428,940
0.000037610,1148,464
0.000037620,904,376
0.000037630,752,-32
0.000037640,800,-100
0.000037650,1180,620
0.000037660,1004,456
0.000037670,840,744
0.000037680,860,324
0.000037690,1324,544
0.000037700,1356,640
0.000037710,956,588
0.000037720,960,440
0.000037730,1240,-476
0.000037740,940,-164
0.000037750,1360,392
0.000037760,1012,36
0.000037770,664,-28
0.000037780,1276,-96
0.000037790,1132,-308
0.000037800,1268,-212
0.000037810,1704,-196
0.000037820,944,-324
0.000037830,1324,-456
0.000037840,1768,-728
0.000037850,1564,-596
0.000037860,984,-108
0.000037870,1180,-444
0.000037880,1300,-896
0.000037890,1468,-668
0.000037900,1068,-296
0.000037910,1156,-240
0.000037920,672,-772
0.000037930,856,-584
0.000037940,632,-1132
0.000037950,1016,-1028
0.000037960,884,-796
0.000037970,1236,-932
0.000037980,824,-1064
0.000037990,308,-756
0.000038000,712,-780
0.000038010,576,-676
0.000038020,508,-1328
0.000038030,260,-1092
0.000038040,636,-1784
0.000038050,652,-1564
0.000038060,-120,-1208
0.000038070,148,-920
0.000038080,172,-1280
0.000038090,292,-352
0.000038100,164,-1384
0.000038110,212,-820
0.000038120,-32,-1308
0.000038130,8,-400
0.000038140,400,-1044
0.000038150,-236,-836
0.000038160,48,-544
0.000038170,-364,-96
0.000038180,-292,-1056
0.000038190,100,-536
0.000038200,92,-592
0.000038210,-376,-952
0.000038220,-380,-856
0.000038230,-108,-1004
0.000038240,-52,-488
0.000038250,40,-364
0.000038260,-380,-680
0.000038270,-364,-804
0.000038280,-612,-32
0.000038290,-64,-764
0.000038300,140,24
0.000038310,-448,-188
0.000038320,-384,172
0.000038330,-424,88
0.000038340,-396,-436
0.000038350,-24,-132
0.000038360,-312,-44
0.000038370,-236,348
0.000038380,104,-80
0.000038390,-500,-76
0.000038400,240,396
0.000038410,8,304
0.000038420,96,568
0.000038430,-240,1196
0.000038440,-64,432
0.000038450,-260,756
0.000038460,-64,556
0.000038470,12,1216
0.000038480,-8,456
0.000038490,312,708
0.000038500,132,108
0.000038510,236,1120
0.000038520,564,552
0.000038530,616,152
0.000038540,184,156
0.000038550,784,868
0.000038560,696,264
0.000038570,516,776
0.000038580,440,536
0.000038590,1300,956
0.000038600,632,700
0.000038610,532,672
0.000038620,1056,248
0.000038630,412,-16
0.000038640,1576,76
0.000038650,1088,356
