Time after synchronization (s),ADC I on primary,ADC Q on primary
0.000026700,888,112
0.000026710,768,4
0.000026720,640,4
0.000026730,516,116
0.000026740,512,280
0.000026750,724,456
0.000026760,848,584
0.000026770,1016,584
0.000026780,992,420
0.000026790,928,272
0.000026800,772,0
0.000026810,604,-76
0.000026820,524,20
0.000026830,544,232
0.000026840,708,404
0.000026850,868,568
0.000026860,992,572
0.000026870,1024,468
0.000026880,932,280
0.000026890,808,36
0.000026900,604,-24
0.000026910,460,68
0.000026920,532,136
0.000026930,680,416
0.000026940,872,532
0.000026950,1020,576
0.000026960,1064,448
0.000026970,968,240
0.000026980,768,68
0.000026990,544,0
0.000027000,508,72
0.000027010,512,236
0.000027020,636,452
0.000027030,868,560
0.000027040,1032,640
0.000027050,1060,476
0.000027060,932,200
0.000027070,764,100
0.000027080,572,-8
0.000027090,476,8
0.000027100,568,252
0.000027110,760,444
0.000027120,932,552
0.000027130,1088,588
0.000027140,1044,428
0.000027150,920,260
0.000027160,704,88
0.000027170,492,-12
0.000027180,452,108
0.000027190,616,272
0.000027200,776,476
0.000027210,984,572
0.000027220,1128,504
0.000027230,1036,304
0.000027240,844,156
0.000027250,648,-48
0.000027260,520,112
0.000027270,456,268
0.000027280,660,496
0.000027290,872,596
0.000027300,984,612
0.000027310,1152,476
0.000027320,944,288
0.000027330,748,-4
0.000027340,568,-20
0.000027350,488,80
0.000027360,640,288
0.000027370,808,520
0.000027380,1008,628
0.000027390,1080,568
0.000027400,984,304
0.000027410,744,56
0.000027420,584,24
0.000027430,460,48
0.000027440,552,220
0.000027450,748,432
0.000027460,956,612
0.000027470,1120,596
0.000027480,1076,376
0.000027490,868,136
0.000027500,636,-36
0.000027510,452,12
0.000027520,484,176
0.000027530,716,440
0.000027540,916,552
0.000027550,1080,584
0.000027560,1052,396
0.000027570,904,148
0.000027580,644,20
0.000027590,520,24
0.000027600,508,196
0.000027610,724,440
0.000027620,896,656
0.000027630,1080,644
0.000027640,1036,412
0.000027650,884,120
0.000027660,692,-24
0.000027670,532,-68
0.000027680,512,160
0.000027690,728,380
0.000027700,968,592
0.000027710,1088,588
0.000027720,1088,352
0.000027730,896,160
0.000027740,636,-24
0.000027750,472,44
0.000027760,500,208
0.000027770,724,468
0.000027780,976,608
0.000027790,1124,592
0.000027800,1104,364
0.000027810,868,120
0.000027820,588,-72
0.000027830,436,12
0.000027840,568,248
0.000027850,760,488
0.000027860,1028,656
0.000027870,1144,536
0.000027880,1052,292
0.000027890,792,60
0.000027900,488,-84
0.000027910,424,4
0.000027920,604,340
0.000027930,880,648
0.000027940,1148,676
0.000027950,1116,476
0.000027960,972,168
0.000027970,652,-36
0.000027980,508,-16
0.000027990,452,108
0.000028000,680,448
0.000028010,964,592
0.000028020,1176,604
0.000028030,1072,360
0.000028040,788,36
0.000028050,556,-96
0.000028060,412,16
0.000028070,608,296
0.000028080,792,576
0.000028090,1088,652
0.000028100,1180,516
0.000028110,944,260
0.000028120,688,-20
0.000028130,412,-84
0.000028140,476,124
0.000028150,728,444
0.000028160,996,680
0.000028170,1140,692
0.000028180,1048,368
0.000028190,776,28
0.000028200,544,-92
0.000028210,388,16
0.000028220,568,288
0.000028230,900,580
0.000028240,1140,620
0.000028250,1124,456
0.000028260,880,120
0.000028270,532,-100
0.000028280,404,-64
0.000028290,500,252
0.000028300,752,568
0.000028310,1060,696
0.000028320,1164,552
0.000028330,952,180
0.000028340,680,-68
0.000028350,444,-88
0.000028360,484,168
0.000028370,760,420
0.000028380,1052,688
0.000028390,1156,564
0.000028400,980,304
0.000028410,728,0
0.000028420,440,-24
0.000028430,440,44
0.000028440,660,360
0.000028450,956,584
0.000028460,1184,620
0.000028470,988,324
0.000028480,732,0
0.000028490,492,-120
0.000028500,452,32
0.000028510,640,396
0.000028520,980,648
0.000028530,1140,628
0.000028540,1088,316
0.000028550,708,32
0.000028560,436,-76
0.000028570,472,104
0.000028580,664,444
0.000028590,924,692
0.000028600,1156,624
0.000028610,1064,360
0.000028620,740,48
0.000028630,492,-72
0.000028640,484,100
0.000028650,700,444
0.000028660,1032,644
0.000028670,1160,628
0.000028680,1036,356
0.000028690,716,-28
0.000028700,456,-32
0.000028710,468,136
0.000028720,752,492
0.000028730,1044,628
0.000028740,1076,556
0.000028750,944,284
0.000028760,704,20
0.000028770,444,-52
0.000028780,532,208
0.000028790,816,484
0.000028800,1092,680
0.000028810,1128,408
0.000028820,892,152
0.000028830,600,-20
0.000028840,468,-20
0.000028850,616,312
0.000028860,824,600
0.000028870,1080,596
0.000028880,1024,388
0.000028890,804,112
0.000028900,544,-40
0.000028910,472,80
0.000028920,680,384
0.000028930,1020,600
0.000028940,1068,528
0.000028950,968,236
0.000028960,700,52
0.000028970,536,-40
0.000028980,560,212
0.000028990,752,508
0.000029000,1056,600
0.000029010,1076,480
0.000029020,804,156
0.000029030,616,-8
0.000029040,520,92
0.000029050,636,328
0.000029060,936,588
0.000029070,1016,568
0.000029080,948,308
0.000029090,684,80
0.000029100,504,-4
0.000029110,576,212
0.000029120,852,428
0.000029130,1000,604
0.000029140,1064,464
0.000029150,812,236
0.000029160,556,20
0.000029170,524,60
0.000029180,688,356
0.000029190,928,520
0.000029200,1044,504
0.000029210,928,292
0.000029220,680,68
0.000029230,584,116
0.000029240,636,220
0.000029250,856,460
0.000029260,996,548
0.000029270,896,424
0.000029280,712,156
0.000029290,524,-12
0.000029300,616,144
0.000029310,796,412
0.000029320,980,532
0.000029330,980,404
0.000029340,816,160
0.000029350,652,56
0.000029360,640,128
0.000029370,668,352
0.000029380,928,496
0.000029390,988,436
0.000029400,868,248
0.000029410,676,100
0.000029420,588,128
0.000029430,728,364
0.000029440,928,444
0.000029450,992,500
0.000029460,836,308
0.000029470,692,96
0.000029480,552,140
0.000029490,680,296
0.000029500,860,448
0.000029510,944,476
0.000029520,864,280
0.000029530,652,144
0.000029540,576,84
0.000029550,756,256
0.000029560,860,468
0.000029570,948,432
0.000029580,872,288
0.000029590,660,168
0.000029600,548,76
0.000029610,600,224
0.000029620,900,384
0.000029630,952,440
0.000029640,856,268
0.000029650,700,136
0.000029660,548,120
0.000029670,704,208
0.000029680,836,460
0.000029690,968,492
0.000029700,876,364
0.000029710,720,136
0.000029720,620,112
0.000029730,708,320
0.000029740,872,480
0.000029750,936,476
0.000029760,840,264
0.000029770,620,176
0.000029780,596,148
0.000029790,684,332
0.000029800,892,404
0.000029810,952,416
0.000029820,864,308
0.000029830,668,100
0.000029840,604,168
0.000029850,828,340
0.000029860,916,512
0.000029870,988,460
0.000029880,784,308
0.000029890,644,100
0.000029900,640,184
0.000029910,764,368
0.000029920,904,528
0.000029930,916,384
0.000029940,736,184
0.000029950,636,88
0.000029960,652,144
0.000029970,852,384
0.000029980,992,452
0.000029990,868,324
0.000030000,784,116
0.000030010,616,136
0.000030020,676,328
0.000030030,860,520
0.000030040,956,496
0.000030050,804,288
0.000030060,640,160
0.000030070,612,164
0.000030080,772,248
0.000030090,944,436
0.000030100,952,388
0.000030110,820,196
0.000030120,652,120
0.000030130,612,240
0.000030140,768,328
0.000030150,924,548
0.000030160,940,336
0.000030170,688,128
0.000030180,564,84
0.000030190,628,228
0.000030200,876,400
0.000030210,1008,492
0.000030220,884,276
0.000030230,640,116
0.000030240,604,128
0.000030250,756,356
0.000030260,964,500
0.000030270,968,396
0.000030280,756,200
0.000030290,572,72
0.000030300,628,260
0.000030310,900,380
0.000030320,964,476
0.000030330,912,268
0.000030340,676,104
0.000030350,588,96
0.000030360,740,316
0.000030370,928,444
0.000030380,1028,412
0.000030390,824,256
0.000030400,600,116
0.000030410,680,236
0.000030420,836,440
0.000030430,952,520
0.000030440,840,324
0.000030450,628,48
0.000030460,552,32
0.000030470,792,308
0.000030480,980,472
0.000030490,968,408
0.000030500,720,124
0.000030510,588,40
0.000030520,600,280
0.000030530,888,492
0.000030540,984,520
0.000030550,832,244
0.000030560,600,32
0.000030570,588,156
0.000030580,716,348
0.000030590,1048,564
0.000030600,936,340
0.000030610,680,144
0.000030620,552,68
0.000030630,708,300
0.000030640,956,476
0.000030650,1016,472
0.000030660,764,168
0.000030670,564,52
0.000030680,576,112
0.000030690,868,396
0.000030700,1032,536
0.000030710,900,288
0.000030720,616,28
0.000030730,532,120
0.000030740,760,372
0.000030750,1000,576
0.000030760,1000,432
0.000030770,704,108
0.000030780,564,64
0.000030790,652,260
0.000030800,928,540
0.000030810,1064,480
0.000030820,760,180
0.000030830,512,20
0.000030840,576,156
0.000030850,904,512
0.000030860,1056,540
0.000030870,872,308
0.000030880,600,4
0.000030890,512,136
0.000030900,828,488
0.000030910,1048,624
0.000030920,976,416
0.000030930,592,88
0.000030940,496,52
0.000030950,764,364
0.000030960,1040,572
0.000030970,1056,384
0.000030980,712,140
0.000030990,460,48
0.000031000,672,304
0.000031010,984,648
0.000031020,1020,568
0.000031030,728,200
0.000031040,464,4
0.000031050,640,248
0.000031060,1044,476
0.000031070,1092,548
0.000031080,808,180
0.000031090,500,-28
0.000031100,596,152
0.000031110,864,560
0.000031120,1036,568
0.000031130,820,232
0.000031140,488,4
0.000031150,588,180
0.000031160,908,516
0.000031170,1076,588
0.000031180,836,188
0.000031190,572,-28
0.000031200,520,124
0.000031210,896,448
0.000031220,1128,612
0.000031230,888,292
0.000031240,544,4
0.000031250,500,128
0.000031260,892,500
0.000031270,1032,656
0.000031280,852,312
0.000031290,532,-40
0.000031300,504,104
0.000031310,860,480
0.000031320,1080,584
0.000031330,936,360
0.000031340,544,-44
0.000031350,552,108
0.000031360,920,420
0.000031370,1124,660
0.000031380,916,284
0.000031390,536,-40
0.000031400,520,56
0.000031410,856,468
0.000031420,1140,608
0.000031430,916,320
0.000031440,528,-4
0.000031450,528,100
0.000031460,924,496
0.000031470,1052,588
0.000031480,804,312
0.000031490,464,-64
0.000031500,532,164
0.000031510,912,532
0.000031520,1100,580
0.000031530,824,276
0.000031540,476,20
0.000031550,592,156
0.000031560,1016,572
0.000031570,1112,528
0.000031580,780,208
0.000031590,436,-100
0.000031600,632,212
0.000031610,1036,568
0.000031620,1044,560
0.000031630,700,84
0.000031640,408,-52
0.000031650,696,264
0.000031660,1036,696
0.000031670,1040,460
0.000031680,680,96
0.000031690,460,12
0.000031700,768,408
0.000031710,1072,612
0.000031720,1008,432
0.000031730,520,-28
0.000031740,452,48
0.000031750,788,488
0.000031760,1112,636
0.000031770,892,300
0.000031780,428,-84
0.000031790,588,40
0.000031800,932,528
0.000031810,1100,628
0.000031820,824,168
0.000031830,440,-84
0.000031840,616,196
0.000031850,1060,652
0.000031860,1096,592
0.000031870,652,92
0.000031880,400,-32
0.000031890,728,268
0.000031900,1072,664
0.000031910,1008,432
0.000031920,556,-16
0.000031930,488,-64
0.000031940,916,472
0.000031950,1160,652
0.000031960,920,292
0.000031970,500,-68
0.000031980,556,84
0.000031990,972,536
0.000032000,1072,592
0.000032010,708,128
0.000032020,416,-124
0.000032030,624,268
0.000032040,1100,652
0.000032050,980,416
0.000032060,576,32
0.000032070,444,12
0.000032080,872,448
0.000032090,1160,688
0.000032100,812,316
0.000032110,424,-128
0.000032120,564,128
0.000032130,1020,548
0.000032140,1144,564
0.000032150,684,148
0.000032160,460,-112
0.000032170,732,292
0.000032180,1104,676
0.000032190,1004,528
0.000032200,476,-64
0.000032210,488,8
0.000032220,972,532
0.000032230,1104,560
0.000032240,760,224
0.000032250,440,-164
0.000032260,648,220
0.000032270,1072,612
0.000032280,1008,460
0.000032290,616,-20
0.000032300,468,-68
0.000032310,856,468
0.000032320,1120,684
0.000032330,836,272
0.000032340,416,-76
0.000032350,604,180
0.000032360,1008,620
0.000032370,1040,520
0.000032380,616,44
0.000032390,456,-100
0.000032400,828,436
0.000032410,1172,612
0.000032420,820,260
0.000032430,408,-88
0.000032440,620,164
0.000032450,1076,668
0.000032460,1028,468
0.000032470,580,48
0.000032480,424,-72
0.000032490,896,444
0.000032500,1152,664
0.000032510,784,288
0.000032520,460,-124
0.000032530,648,184
0.000032540,1100,712
0.000032550,1008,456
0.000032560,548,-12
0.000032570,424,-24
0.000032580,928,516
0.000032590,1140,608
0.000032600,748,220
0.000032610,416,-120
0.000032620,752,268
0.000032630,1212,696
0.000032640,1024,400
0.000032650,480,-128
0.000032660,488,52
0.000032670,1012,604
0.000032680,1116,684
0.000032690,660,92
0.000032700,332,-72
0.000032710,784,372
0.000032720,1176,672
0.000032730,840,308
0.000032740,420,-88
0.000032750,632,136
0.000032760,1152,676
0.000032770,1060,528
0.000032780,532,-16
0.000032790,412,-36
0.000032800,940,524
0.000032810,1128,720
0.000032820,704,164
0.000032830,336,-184
0.000032840,748,300
0.000032850,1244,700
0.000032860,884,328
0.000032870,424,-132
0.000032880,576,140
0.000032890,1084,656
0.000032900,1088,516
0.000032910,460,12
0.000032920,484,-4
0.000032930,988,588
0.000032940,1132,668
0.000032950,608,164
0.000032960,336,-116
0.000032970,788,356
0.000032980,1168,772
0.000032990,832,264
0.000033000,396,-128
0.000033010,692,216
0.000033020,1176,692
0.000033030,980,448
0.000033040,440,-24
0.000033050,524,48
0.000033060,1108,608
0.000033070,1120,632
0.000033080,584,4
0.000033090,464,4
0.000033100,924,504
0.000033110,1180,668
0.000033120,688,164
0.000033130,340,-192
0.000033140,768,352
0.000033150,1180,640
0.000033160,828,304
0.000033170,376,-200
0.000033180,704,216
0.000033190,1152,660
0.000033200,996,432
0.000033210,436,-92
0.000033220,576,100
0.000033230,1108,672
0.000033240,992,536
0.000033250,452,-56
0.000033260,464,-28
0.000033270,1012,532
0.000033280,1148,612
0.000033290,592,24
0.000033300,392,-100
0.000033310,1024,472
0.000033320,1192,740
0.000033330,700,164
0.000033340,352,-128
0.000033350,824,384
0.000033360,1176,680
0.000033370,728,284
0.000033380,372,-88
0.000033390,776,328
0.000033400,1176,792
0.000033410,904,324
0.000033420,384,-84
0.000033430,756,204
0.000033440,1128,796
0.000033450,928,420
0.000033460,328,-72
0.000033470,628,124
0.000033480,1140,688
0.000033490,928,544
0.000033500,420,-128
0.000033510,496,52
0.000033520,1120,660
0.000033530,952,568
0.000033540,468,-100
0.000033550,492,-12
0.000033560,1100,560
0.000033570,1056,572
0.000033580,512,-40
0.000033590,488,8
0.000033600,1032,628
0.000033610,1112,652
0.000033620,524,16
0.000033630,480,-64
0.000033640,1004,532
0.000033650,1084,580
0.000033660,536,36
0.000033670,432,-104
0.000033680,1032,460
0.000033690,1108,648
0.000033700,512,28
0.000033710,440,-64
0.000033720,972,572
0.000033730,1092,636
0.000033740,544,40
0.000033750,424,-40
0.000033760,972,544
0.000033770,1088,708
0.000033780,624,60
0.000033790,416,-20
0.000033800,960,532
0.000033810,1080,696
0.000033820,568,136
0.000033830,480,-76
0.000033840,980,520
0.000033850,1164,632
0.000033860,488,96
0.000033870,476,-112
0.000033880,1088,508
0.000033890,1080,676
0.000033900,540,52
0.000033910,472,-32
0.000033920,984,488
0.000033930,1052,608
0.000033940,548,8
0.000033950,512,-24
0.000033960,1080,576
0.000033970,1072,636
0.000033980,508,20
0.000033990,512,24
0.000034000,1076,616
0.000034010,964,516
0.000034020,444,-24
0.000034030,616,60
0.000034040,1100,652
0.000034050,1020,512
0.000034060,504,-52
0.000034070,600,104
0.000034080,1180,640
0.000034090,928,460
0.000034100,424,-100
0.000034110,688,108
0.000034120,1184,676
0.000034130,860,424
0.000034140,404,-72
0.000034150,720,204
0.000034160,1152,676
0.000034170,824,336
0.000034180,404,-96
0.000034190,844,332
0.000034200,1192,680
0.000034210,716,212
0.000034220,460,-88
0.000034230,900,452
0.000034240,1076,664
0.000034250,552,172
0.000034260,400,-96
0.000034270,996,524
0.000034280,1052,580
0.000034290,512,68
0.000034300,508,-60
0.000034310,1092,536
0.000034320,1040,500
0.000034330,516,-60
0.000034340,596,60
0.000034350,1164,672
0.000034360,876,452
0.000034370,396,-144
0.000034380,700,240
0.000034390,1216,708
0.000034400,788,340
0.000034410,308,-184
0.000034420,836,320
0.000034430,1172,660
0.000034440,636,208
0.000034450,396,-96
0.000034460,984,396
0.000034470,1144,692
0.000034480,564,64
0.000034490,496,-8
0.000034500,1096,584
0.000034510,1060,612
0.000034520,408,-8
0.000034530,684,76
0.000034540,1176,680
0.000034550,944,436
0.000034560,356,-136
0.000034570,708,160
0.000034580,1180,688
0.000034590,704,296
0.000034600,408,-152
0.000034610,884,420
0.000034620,1144,716
0.000034630,564,104
0.000034640,400,-32
0.000034650,1052,604
0.000034660,1032,648
0.000034670,408,24
0.000034680,560,36
0.000034690,1204,716
0.000034700,928,528
0.000034710,344,-120
0.000034720,732,224
0.000034730,1228,792
0.000034740,700,248
0.000034750,388,-148
0.000034760,956,400
0.000034770,1152,680
0.000034780,520,68
0.000034790,532,-80
0.000034800,1156,600
0.000034810,1000,620
0.000034820,344,-32
0.000034830,704,128
0.000034840,1196,744
0.000034850,708,328
0.000034860,364,-176
0.000034870,960,360
0.000034880,1212,732
0.000034890,540,80
0.000034900,404,-132
0.000034910,1124,588
0.000034920,1012,636
0.000034930,384,-84
0.000034940,644,136
0.000034950,1208,776
0.000034960,744,424
0.000034970,344,-168
0.000034980,900,396
0.000034990,1164,768
0.000035000,484,88
0.000035010,476,-144
0.000035020,1124,684
0.000035030,1024,560
0.000035040,340,-164
0.000035050,780,132
0.000035060,1204,760
0.000035070,716,288
0.000035080,376,-188
0.000035090,1036,396
0.000035100,1084,864
0.000035110,456,40
0.000035120,536,-20
0.000035130,1196,708
0.000035140,848,524
0.000035150,268,-168
0.000035160,848,248
0.000035170,1196,772
0.000035180,596,136
0.000035190,440,-140
0.000035200,1104,612
0.000035210,1032,684
0.000035220,376,-84
0.000035230,708,140
0.000035240,1208,812
0.000035250,748,308
0.000035260,340,-144
0.000035270,988,400
0.000035280,1176,728
0.000035290,476,-4
0.000035300,572,-20
0.000035310,1176,704
0.000035320,792,508
0.000035330,312,-140
0.000035340,912,308
0.000035350,1160,788
0.000035360,500,60
0.000035370,468,-140
0.000035380,1224,692
0.000035390,964,544
0.000035400,352,-216
0.000035410,872,232
0.000035420,1252,784
0.000035430,592,168
0.000035440,392,-152
0.000035450,1136,652
0.000035460,936,620
0.000035470,268,-184
0.000035480,760,140
0.000035490,1264,800
0.000035500,608,168
0.000035510,380,-152
0.000035520,1184,520
0.000035530,1064,680
0.000035540,304,-132
0.000035550,768,144
0.000035560,1248,820
0.000035570,660,264
0.000035580,396,-164
0.000035590,1116,544
0.000035600,1040,656
0.000035610,320,-124
0.000035620,780,148
0.000035630,1308,828
0.000035640,604,224
0.000035650,424,-160
0.000035660,1092,564
0.000035670,976,672
0.000035680,300,-144
0.000035690,812,160
0.000035700,1252,776
0.000035710,576,172
0.000035720,464,-184
0.000035730,1156,608
0.000035740,984,612
0.000035750,300,-184
0.000035760,848,200
0.000035770,1196,768
0.000035780,552,112
0.000035790,428,-128
0.000035800,1184,668
0.000035810,904,508
0.000035820,268,-240
0.000035830,920,272
0.000035840,1120,748
0.000035850,488,16
0.000035860,536,4
0.000035870,1272,704
0.000035880,760,444
0.000035890,340,-148
0.000035900,1020,472
0.000035910,1056,720
0.000035920,356,-44
0.000035930,640,84
0.000035940,1220,776
0.000035950,608,288
0.000035960,404,-156
0.000035970,1168,520
0.000035980,980,576
0.000035990,324,-152
0.000036000,916,208
0.000036010,1204,804
0.000036020,488,108
0.000036030,552,-68
0.000036040,1196,696
0.000036050,796,392
0.000036060,316,-164
0.000036070,996,412
0.000036080,1108,716
0.000036090,404,-80
0.000036100,652,-16
0.000036110,1280,752
0.000036120,704,248
0.000036130,332,-188
0.000036140,1068,532
0.000036150,1104,720
0.000036160,336,-92
0.000036170,576,-4
0.000036180,1252,712
0.000036190,924,488
0.000036200,356,-236
0.000036210,740,164
0.000036220,1184,748
0.000036230,960,372
0.000036240,532,-164
0.000036250,560,136
0.000036260,956,596
0.000036270,1076,600
0.000036280,820,216
0.000036290,540,-40
0.000036300,536,132
0.000036310,796,420
0.000036320,1000,644
0.000036330,1000,388
0.000036340,872,184
0.000036350,704,76
0.000036360,604,76
0.000036370,528,128
0.000036380,520,228
0.000036390,720,516
0.000036400,964,636
0.000036410,1092,704
0.000036420,1084,472
0.000036430,1048,324
0.000036440,896,176
0.000036450,824,52
0.000036460,780,52
0.000036470,784,40
0.000036480,780,12
0.000036490,744,-16
0.000036500,640,-92
0.000036510,620,-52
0.000036520,584,12
0.000036530,608,-24
0.000036540,648,32
0.000036550,692,48
0.000036560,796,-16
0.000036570,900,-24
0.000036580,956,24
0.000036590,1024,-16
0.000036600,1180,4
0.000036610,1260,84
0.000036620,1316,248
0.000036630,1268,356
0.000036640,1100,504
0.000036650,900,728
0.000036660,700,792
0.000036670,444,796
0.000036680,228,728
0.000036690,240,500
0.000036700,352,228
0.000036710,672,-32
0.000036720,988,-164
0.000036730,1188,-124
0.000036740,1244,144
0.000036750,1004,512
0.000036760,664,752
0.000036770,384,748
0.000036780,420,460
0.000036790,684,184
0.000036800,1004,-108
0.000036810,1188,40
0.000036820,976,308
0.000036830,668,656
0.000036840,436,644
0.000036850,512,348
0.000036860,908,-8
0.000036870,1112,-96
0.000036880,1000,192
0.000036890,728,572
0.000036900,468,640
0.000036910,540,344
0.000036920,912,36
0.000036930,1032,100
0.000036940,868,336
0.000036950,560,560
0.000036960,564,500
0.000036970,892,180
0.000036980,1056,48
0.000036990,864,356
0.000037000,520,608
0.000037010,500,412
0.000037020,880,84
0.000037030,1108,-32
0.000037040,868,372
0.000037050,496,648
0.000037060,520,460
0.000037070,900,12
0.000037080,1188,-76
0.000037090,820,344
0.000037100,468,676
0.000037110,616,356
0.000037120,1000,-72
0.000037130,1048,92
0.000037140,656,484
0.000037150,416,656
0.000037160,816,180
0.000037170,1068,-48
0.000037180,852,292
0.000037190,484,576
0.000037200,624,440
0.000037210,1048,-52
0.000037220,928,176
0.000037230,576,564
0.000037240,572,516
0.000037250,876,76
0.000037260,1028,24
0.000037270,672,484
0.000037280,540,532
0.000037290,872,244
0.000037300,996,104
0.000037310,680,416
0.000037320,540,548
0.000037330,796,212
0.000037340,1024,96
0.000037350,740,324
0.000037360,620,476
0.000037370,840,208
0.000037380,928,120
0.000037390,768,372
0.000037400,680,452
0.000037410,840,224
0.000037420,956,184
0.000037430,724,372
0.000037440,676,484
0.000037450,844,176
0.000037460,912,172
0.000037470,640,396
0.000037480,664,428
0.000037490,884,220
0.000037500,940,156
0.000037510,660,372
0.000037520,672,408
0.000037530,968,140
0.000037540,836,212
0.000037550,640,456
0.000037560,768,372
0.000037570,908,108
0.000037580,784,348
0.000037590,676,452
0.000037600,792,316
0.000037610,904,172
0.000037620,692,324
0.000037630,688,392
0.000037640,828,264
0.000037650,784,172
0.000037660,660,400
0.000037670,728,324
0.000037680,928,160
0.000037690,852,196
0.000037700,696,408
0.000037710,804,320
0.000037720,932,172
0.000037730,748,364
0.000037740,656,416
0.000037750,792,256
0.000037760,864,188
0.000037770,700,380
0.000037780,684,356
0.000037790,896,152
0.000037800,848,212
0.000037810,700,396
0.000037820,788,312
0.000037830,896,140
0.000037840,776,352
0.000037850,672,396
0.000037860,836,336
0.000037870,860,208
0.000037880,656,380
0.000037890,756,324
0.000037900,876,168
0.000037910,836,292
0.000037920,680,368
0.000037930,836,272
0.000037940,932,220
0.000037950,792,296
0.000037960,696,392
0.000037970,776,200
0.000037980,860,188
0.000037990,720,380
0.000038000,724,320
0.000038010,804,184
0.000038020,820,188
0.000038030,668,352
0.000038040,812,340
0.000038050,884,212
0.000038060,784,260
0.000038070,712,376
0.000038080,836,204
0.000038090,860,212
0.000038100,700,388
0.000038110,760,364
0.000038120,820,252
0.000038130,772,256
0.000038140,616,448
0.000038150,756,312
0.000038160,808,220
0.000038170,704,304
0.000038180,712,332
0.000038190,864,208
0.000038200,920,268
0.000038210,716,372
0.000038220,692,296
0.000038230,916,168
0.000038240,800,312
0.000038250,688,436
0.000038260,800,320
0.000038270,880,232
0.000038280,768,316
0.000038290,704,428
0.000038300,812,252
0.000038310,832,272
0.000038320,708,412
0.000038330,752,320
0.000038340,912,200
0.000038350,792,340
0.000038360,668,428
0.000038370,792,256
0.000038380,820,208
0.000038390,712,292
0.000038400,672,376
0.000038410,804,192
0.000038420,856,220
0.000038430,740,364
0.000038440,696,344
0.000038450,872,220
0.000038460,820,252
0.000038470,608,364
0.000038480,752,320
0.000038490,920,176
0.000038500,668,296
0.000038510,644,384
0.000038520,768,272
0.000038530,856,240
0.000038540,684,336
0.000038550,704,332
0.000038560,816,188
0.000038570,936,212
0.000038580,696,404
0.000038590,812,368
0.000038600,892,176
0.000038610,800,340
0.000038620,676,428
0.000038630,796,336
0.000038640,852,220
0.000038650,756,320
0.000038660,688,424
0.000038670,872,236
0.000038680,872,200
0.000038690,756,364
0.000038700,716,416
0.000038710,960,232
0.000038720,836,228
0.000038730,716,408
0.000038740,772,364
0.000038750,868,188
0.000038760,776,348
0.000038770,672,456
0.000038780,804,288
0.000038790,868,160
0.000038800,716,320
0.000038810,756,388
0.000038820,800,232
0.000038830,916,192
0.000038840,688,352
0.000038850,744,400
0.000038860,944,216
0.000038870,780,228
0.000038880,700,376
0.000038890,704,316
0.000038900,920,172
0.000038910,772,336
0.000038920,620,456
0.000038930,804,280
0.000038940,828,112
0.000038950,756,272
0.000038960,648,456
0.000038970,832,152
0.000038980,960,140
0.000038990,752,356
0.000039000,704,400
0.000039010,836,212
0.000039020,904,124
0.000039030,648,412
0.000039040,696,380
0.000039050,920,156
0.000039060,852,312
0.000039070,604,468
0.000039080,724,408
0.000039090,912,188
0.000039100,748,280
0.000039110,596,480
0.000039120,744,324
0.000039130,976,76
0.000039140,860,264
0.000039150,644,424
0.000039160,864,168
0.000039170,1020,120
0.000039180,760,328
0.000039190,668,424
0.000039200,848,204
0.000039210,904,136
0.000039220,704,396
0.000039230,636,408
0.000039240,848,160
0.000039250,896,152
0.000039260,596,420
0.000039270,676,440
0.000039280,880,124
0.000039290,896,176
0.000039300,628,472
0.000039310,656,440
0.000039320,896,144
0.000039330,856,200
0.000039340,672,436
0.000039350,704,392
0.000039360,984,92
0.000039370,872,248
0.000039380,636,424
0.000039390,732,332
0.000039400,960,152
0.000039410,872,220
0.000039420,612,480
0.000039430,748,284
0.000039440,960,112
0.000039450,840,268
0.000039460,644,480
0.000039470,772,312
0.000039480,940,144
0.000039490,780,296
0.000039500,600,548
0.000039510,812,308
0.000039520,940,124
0.000039530,804,276
0.000039540,612,484
0.000039550,768,284
0.000039560,920,72
0.000039570,820,304
0.000039580,580,476
0.000039590,840,300
0.000039600,956,84
0.000039610,804,308
0.000039620,608,496
0.000039630,780,296
0.000039640,1040,76
0.000039650,796,312
0.000039660,632,480
0.000039670,780,296
0.000039680,988,120
0.000039690,808,324
0.000039700,592,476
0.000039710,752,280
0.000039720,988,140
0.000039730,808,292
0.000039740,576,508
0.000039750,752,276
0.000039760,996,108
0.000039770,824,308
0.000039780,620,528
0.000039790,680,304
0.000039800,940,96
0.000039810,828,304
0.000039820,580,548
0.000039830,708,352
0.000039840,988,120
0.000039850,880,280
0.000039860,580,500
0.000039870,712,344
0.000039880,1016,76
0.000039890,928,224
0.000039900,636,448
0.000039910,712,368
0.000039920,992,72
0.000039930,892,244
0.000039940,552,524
0.000039950,648,392
0.000039960,932,192
0.000039970,912,200
0.000039980,564,540
0.000039990,604,396
0.000040000,928,92
0.000040010,936,96
0.000040020,680,472
0.000040030,604,452
0.000040040,884,160
0.000040050,964,108
0.000040060,668,424
0.000040070,564,568
0.000040080,892,196
0.000040090,1032,72
0.000040100,696,368
0.000040110,540,544
0.000040120,832,196
0.000040130,1072,76
0.000040140,784,376
0.000040150,552,504
0.000040160,740,328
0.000040170,976,40
0.000040180,852,240
0.000040190,548,556
0.000040200,704,264
